Time, Data
0:0:8:899, 1284 
0:0:8:914, 1302 
0:0:8:930, 1463 
0:0:8:946, 1766 
0:0:8:961, 2170 
0:0:8:976, 2567 
0:0:8:991, 2877 
0:0:9:6, 3120 
0:0:9:22, 3158 
0:0:9:38, 3120 
0:0:9:54, 3027 
0:0:9:70, 2872 
0:0:9:86, 2730 
0:0:9:102, 2599 
0:0:9:117, 2469 
0:0:9:133, 2318 
0:0:9:149, 2208 
0:0:9:165, 2100 
0:0:9:181, 2034 
0:0:9:196, 2021 
0:0:9:212, 2040 
0:0:9:228, 2096 
0:0:9:244, 2147 
0:0:9:259, 2194 
0:0:9:274, 2205 
0:0:9:290, 2186 
0:0:9:305, 2158 
0:0:9:321, 2109 
0:0:9:337, 2066 
0:0:9:352, 2002 
0:0:9:368, 1921 
0:0:9:384, 1857 
0:0:9:400, 1781 
0:0:9:416, 1723 
0:0:9:431, 1670 
0:0:9:446, 1613 
0:0:9:462, 1567 
0:0:9:478, 1536 
0:0:9:494, 1508 
0:0:9:510, 1483 
0:0:9:526, 1461 
0:0:9:541, 1433 
0:0:9:557, 1412 
0:0:9:573, 1387 
0:0:9:589, 1365 
0:0:9:605, 1349 
0:0:9:620, 1339 
0:0:9:636, 1369 
0:0:9:652, 1563 
0:0:9:667, 1889 
0:0:9:682, 2290 
0:0:9:698, 2733 
0:0:9:714, 2922 
0:0:9:730, 3095 
0:0:9:746, 3094 
0:0:9:762, 3022 
0:0:9:777, 2875 
0:0:9:792, 2770 
0:0:9:807, 2591 
0:0:9:823, 2449 
0:0:9:839, 2380 
0:0:9:855, 2249 
0:0:9:871, 2131 
0:0:9:887, 2012 
0:0:9:902, 1952 
0:0:9:918, 1931 
0:0:9:934, 1953 
0:0:9:950, 2023 
0:0:9:966, 2091 
0:0:9:982, 2162 
0:0:9:997, 2193 
0:0:10:13, 2197 
0:0:10:29, 2176 
0:0:10:45, 2124 
0:0:10:61, 2069 
0:0:10:77, 1992 
0:0:10:93, 1929 
0:0:10:108, 1866 
0:0:10:124, 1805 
0:0:10:140, 1760 
0:0:10:155, 1705 
0:0:10:170, 1655 
0:0:10:186, 1612 
0:0:10:202, 1573 
0:0:10:218, 1546 
0:0:10:234, 1514 
0:0:10:249, 1489 
0:0:10:265, 1467 
0:0:10:281, 1452 
0:0:10:296, 1440 
0:0:10:312, 1430 
0:0:10:328, 1429 
0:0:10:344, 1441 
0:0:10:359, 1491 
0:0:10:374, 1674 
0:0:10:389, 1991 
0:0:10:405, 2367 
0:0:10:421, 2707 
0:0:10:436, 2959 
0:0:10:452, 3121 
0:0:10:468, 3148 
0:0:10:483, 3094 
0:0:10:498, 2998 
0:0:10:514, 2878 
0:0:10:530, 2782 
0:0:10:545, 2684 
0:0:10:561, 2553 
0:0:10:577, 2394 
0:0:10:592, 2276 
0:0:10:607, 2174 
0:0:10:622, 2099 
0:0:10:637, 2056 
0:0:10:652, 2061 
0:0:10:667, 2097 
0:0:10:683, 2158 
0:0:10:699, 2201 
0:0:10:715, 2227 
0:0:10:730, 2219 
0:0:10:746, 2198 
0:0:10:761, 2151 
0:0:10:777, 2091 
0:0:10:793, 2005 
0:0:10:808, 1934 
0:0:10:824, 1864 
0:0:10:839, 1829 
0:0:10:854, 1763 
0:0:10:870, 1716 
0:0:10:886, 1648 
0:0:10:901, 1591 
0:0:10:917, 1553 
0:0:10:933, 1521 
0:0:10:949, 1495 
0:0:10:964, 1474 
0:0:10:979, 1454 
0:0:10:995, 1439 
0:0:11:10, 1423 
0:0:11:26, 1418 
0:0:11:42, 1439 
0:0:11:58, 1550 
0:0:11:73, 1884 
0:0:11:88, 2252 
0:0:11:103, 2610 
0:0:11:119, 2892 
0:0:11:135, 3118 
0:0:11:151, 3156 
0:0:11:167, 3127 
0:0:11:182, 3046 
0:0:11:197, 2940 
0:0:11:212, 2793 
0:0:11:228, 2679 
0:0:11:244, 2545 
0:0:11:260, 2444 
0:0:11:276, 2350 
0:0:11:292, 2254 
0:0:11:307, 2206 
0:0:11:322, 2189 
0:0:11:338, 2197 
0:0:11:354, 2226 
0:0:11:370, 2262 
0:0:11:386, 2290 
0:0:11:401, 2303 
0:0:11:417, 2294 
0:0:11:432, 2256 
