Time, Data
0:0:10:938, 1959 
0:0:10:954, 1959 
0:0:10:970, 1936 
0:0:10:985, 1910 
0:0:11:0, 1862 
0:0:11:15, 1798 
0:0:11:31, 1701 
0:0:11:47, 1593 
0:0:11:62, 1523 
0:0:11:77, 1453 
0:0:11:93, 1383 
0:0:11:108, 1329 
0:0:11:124, 1270 
0:0:11:140, 1228 
0:0:11:156, 1180 
0:0:11:171, 1158 
0:0:11:187, 1131 
0:0:11:203, 1167 
0:0:11:218, 1340 
0:0:11:233, 1665 
0:0:11:249, 2101 
0:0:11:265, 2558 
0:0:11:281, 3019 
0:0:11:297, 3333 
0:0:11:313, 3401 
0:0:11:328, 3382 
0:0:11:344, 3282 
0:0:11:359, 3174 
0:0:11:375, 2969 
0:0:11:391, 2808 
0:0:11:407, 2630 
0:0:11:423, 2443 
0:0:11:439, 2239 
0:0:11:454, 2134 
0:0:11:469, 2016 
0:0:11:484, 1987 
0:0:11:500, 2005 
0:0:11:515, 2062 
0:0:11:531, 2130 
0:0:11:547, 2166 
0:0:11:563, 2182 
0:0:11:579, 2156 
0:0:11:594, 2086 
0:0:11:610, 2013 
0:0:11:626, 1911 
0:0:11:642, 1855 
0:0:11:658, 1786 
0:0:11:674, 1679 
0:0:11:689, 1599 
0:0:11:704, 1524 
0:0:11:719, 1443 
0:0:11:735, 1371 
0:0:11:750, 1305 
0:0:11:765, 1257 
0:0:11:781, 1206 
0:0:11:796, 1165 
0:0:11:811, 1115 
0:0:11:827, 1125 
0:0:11:842, 1238 
0:0:11:857, 1518 
0:0:11:872, 1945 
0:0:11:887, 2422 
0:0:11:903, 2964 
0:0:11:918, 3339 
0:0:11:933, 3541 
0:0:11:948, 3618 
0:0:11:963, 3592 
0:0:11:979, 3531 
0:0:11:995, 3351 
0:0:12:11, 3189 
0:0:12:27, 3038 
0:0:12:43, 2868 
0:0:12:59, 2653 
0:0:12:75, 2495 
0:0:12:91, 2342 
0:0:12:107, 2262 
0:0:12:122, 2207 
0:0:12:138, 2193 
0:0:12:154, 2210 
0:0:12:169, 2236 
0:0:12:184, 2238 
0:0:12:200, 2220 
0:0:12:216, 2184 
0:0:12:232, 2120 
0:0:12:248, 2051 
0:0:12:263, 1999 
0:0:12:279, 1914 
0:0:12:295, 1826 
0:0:12:310, 1720 
0:0:12:325, 1628 
0:0:12:341, 1523 
0:0:12:357, 1443 
0:0:12:373, 1367 
0:0:12:389, 1340 
0:0:12:404, 1295 
0:0:12:420, 1234 
0:0:12:436, 1154 
0:0:12:452, 1113 
0:0:12:468, 1126 
0:0:12:484, 1290 
0:0:12:500, 1691 
0:0:12:515, 2138 
0:0:12:531, 2710 
0:0:12:547, 3103 
0:0:12:563, 3488 
0:0:12:579, 3600 
0:0:12:595, 3622 
0:0:12:611, 3551 
0:0:12:627, 3433 
0:0:12:642, 3289 
0:0:12:657, 3121 
0:0:12:673, 2963 
0:0:12:689, 2796 
0:0:12:704, 2622 
0:0:12:719, 2432 
0:0:12:735, 2319 
0:0:12:751, 2252 
0:0:12:767, 2242 
0:0:12:783, 2246 
0:0:12:799, 2257 
0:0:12:815, 2256 
0:0:12:830, 2238 
0:0:12:845, 2218 
0:0:12:861, 2169 
0:0:12:876, 2061 
0:0:12:891, 1970 
0:0:12:906, 1881 
0:0:12:921, 1784 
0:0:12:937, 1718 
0:0:12:953, 1646 
0:0:12:969, 1578 
0:0:12:984, 1499 
0:0:12:999, 1431 
0:0:13:15, 1372 
0:0:13:30, 1273 
0:0:13:45, 1210 
0:0:13:61, 1165 
0:0:13:77, 1144 
0:0:13:92, 1135 
0:0:13:107, 1134 
0:0:13:123, 1213 
0:0:13:139, 1421 
0:0:13:155, 1773 
0:0:13:171, 2335 
0:0:13:187, 2753 
0:0:13:203, 3099 
0:0:13:219, 3330 
0:0:13:235, 3427 
0:0:13:251, 3461 
0:0:13:267, 3395 
0:0:13:283, 3231 
0:0:13:299, 3067 
0:0:13:314, 2866 
0:0:13:330, 2703 
0:0:13:345, 2525 
0:0:13:360, 2325 
0:0:13:375, 2196 
0:0:13:391, 2111 
0:0:13:407, 2079 
0:0:13:424, 2088 
0:0:13:440, 2126 
0:0:13:455, 2160 
0:0:13:471, 2168 
0:0:13:487, 2152 
0:0:13:503, 2117 
0:0:13:518, 2058 
0:0:13:534, 1971 
0:0:13:550, 1855 
