Time, Data
0:0:11:406, 2126 
0:0:11:422, 2113 
0:0:11:437, 2096 
0:0:11:452, 2078 
0:0:11:468, 2053 
0:0:11:484, 2014 
0:0:11:500, 1982 
0:0:11:516, 1939 
0:0:11:531, 1918 
0:0:11:547, 1889 
0:0:11:563, 1854 
0:0:11:579, 1819 
0:0:11:594, 1780 
0:0:11:610, 1759 
0:0:11:626, 1748 
0:0:11:642, 1730 
0:0:11:658, 1727 
0:0:11:673, 1724 
0:0:11:688, 1722 
0:0:11:704, 1730 
0:0:11:720, 1725 
0:0:11:735, 1716 
0:0:11:750, 1715 
0:0:11:765, 1721 
0:0:11:781, 1727 
0:0:11:796, 1739 
0:0:11:811, 1747 
0:0:11:827, 1741 
0:0:11:843, 1733 
0:0:11:859, 1716 
0:0:11:875, 1710 
0:0:11:891, 1734 
0:0:11:906, 1795 
0:0:11:921, 1890 
0:0:11:936, 2002 
0:0:11:952, 2079 
0:0:11:968, 2165 
0:0:11:983, 2243 
0:0:11:998, 2270 
0:0:12:14, 2264 
0:0:12:30, 2258 
0:0:12:46, 2242 
0:0:12:62, 2237 
0:0:12:78, 2235 
0:0:12:94, 2238 
0:0:12:110, 2242 
0:0:12:125, 2242 
0:0:12:140, 2248 
0:0:12:155, 2249 
0:0:12:171, 2242 
0:0:12:186, 2247 
0:0:12:201, 2241 
0:0:12:216, 2235 
0:0:12:231, 2225 
0:0:12:247, 2213 
0:0:12:263, 2206 
0:0:12:279, 2202 
0:0:12:295, 2192 
0:0:12:311, 2180 
0:0:12:327, 2156 
0:0:12:343, 2131 
0:0:12:358, 2115 
0:0:12:373, 2077 
0:0:12:388, 2031 
0:0:12:403, 1991 
0:0:12:418, 1961 
0:0:12:433, 1943 
0:0:12:449, 1917 
0:0:12:465, 1888 
0:0:12:481, 1861 
0:0:12:497, 1848 
0:0:12:513, 1830 
0:0:12:529, 1810 
0:0:12:545, 1764 
0:0:12:560, 1731 
0:0:12:576, 1702 
0:0:12:592, 1684 
0:0:12:607, 1687 
