Time, Data
0:0:9:708, 2277 
0:0:9:724, 2180 
0:0:9:740, 2103 
0:0:9:755, 2060 
0:0:9:770, 2055 
0:0:9:786, 2079 
0:0:9:802, 2098 
0:0:9:818, 2116 
0:0:9:834, 2119 
0:0:9:849, 2112 
0:0:9:865, 2098 
0:0:9:880, 2077 
0:0:9:896, 2045 
0:0:9:912, 2009 
0:0:9:927, 1981 
0:0:9:943, 1955 
0:0:9:958, 1931 
0:0:9:974, 1909 
0:0:9:990, 1889 
0:0:10:5, 1880 
0:0:10:21, 1872 
0:0:10:36, 1861 
0:0:10:51, 1856 
0:0:10:67, 1848 
0:0:10:82, 1845 
0:0:10:98, 1843 
0:0:10:113, 1842 
0:0:10:129, 1839 
0:0:10:144, 1837 
0:0:10:160, 1834 
0:0:10:176, 1830 
0:0:10:192, 1828 
0:0:10:208, 1829 
0:0:10:224, 1845 
0:0:10:239, 1877 
0:0:10:255, 1952 
0:0:10:270, 2031 
0:0:10:285, 2120 
0:0:10:301, 2181 
0:0:10:316, 2266 
0:0:10:332, 2358 
0:0:10:348, 2413 
0:0:10:364, 2437 
0:0:10:379, 2430 
0:0:10:394, 2401 
0:0:10:409, 2359 
0:0:10:425, 2323 
0:0:10:440, 2298 
0:0:10:456, 2271 
0:0:10:471, 2230 
0:0:10:487, 2176 
0:0:10:503, 2137 
0:0:10:518, 2094 
0:0:10:533, 2072 
0:0:10:548, 2062 
0:0:10:565, 2062 
0:0:10:580, 2079 
0:0:10:596, 2088 
0:0:10:612, 2104 
0:0:10:627, 2114 
0:0:10:642, 2117 
0:0:10:659, 2118 
0:0:10:674, 2110 
0:0:10:690, 2093 
0:0:10:706, 2076 
0:0:10:722, 2050 
0:0:10:738, 2006 
0:0:10:754, 1969 
0:0:10:769, 1927 
0:0:10:784, 1897 
0:0:10:799, 1868 
0:0:10:815, 1849 
0:0:10:831, 1831 
0:0:10:846, 1820 
0:0:10:862, 1815 
0:0:10:877, 1810 
0:0:10:892, 1806 
0:0:10:908, 1806 
0:0:10:924, 1818 
0:0:10:939, 1844 
0:0:10:955, 1910 
0:0:10:970, 2012 
0:0:10:986, 2103 
0:0:11:2, 2224 
0:0:11:18, 2350 
0:0:11:33, 2397 
0:0:11:48, 2433 
0:0:11:65, 2436 
0:0:11:80, 2424 
0:0:11:96, 2409 
0:0:11:111, 2353 
0:0:11:127, 2301 
0:0:11:142, 2229 
0:0:11:158, 2185 
0:0:11:174, 2132 
0:0:11:190, 2097 
0:0:11:205, 2064 
0:0:11:221, 2047 
0:0:11:236, 2048 
0:0:11:251, 2063 
0:0:11:267, 2078 
0:0:11:283, 2100 
0:0:11:299, 2113 
0:0:11:314, 2109 
0:0:11:330, 2094 
0:0:11:345, 2071 
0:0:11:361, 2043 
0:0:11:377, 2012 
0:0:11:393, 1981 
0:0:11:409, 1951 
0:0:11:424, 1921 
0:0:11:440, 1896 
0:0:11:456, 1885 
0:0:11:472, 1869 
0:0:11:487, 1856 
0:0:11:502, 1851 
0:0:11:517, 1838 
0:0:11:533, 1831 
0:0:11:548, 1830 
0:0:11:564, 1826 
0:0:11:580, 1824 
0:0:11:595, 1824 
0:0:11:611, 1823 
0:0:11:627, 1825 
0:0:11:642, 1824 
0:0:11:658, 1826 
0:0:11:673, 1840 
0:0:11:689, 1877 
0:0:11:705, 1947 
0:0:11:720, 2048 
0:0:11:736, 2136 
0:0:11:751, 2252 
0:0:11:767, 2346 
0:0:11:783, 2425 
0:0:11:799, 2433 
0:0:11:815, 2408 
0:0:11:830, 2353 
0:0:11:845, 2295 
0:0:11:861, 2251 
0:0:11:877, 2164 
0:0:11:893, 2114 
0:0:11:908, 2093 
0:0:11:924, 2064 
0:0:11:940, 2054 
0:0:11:955, 2067 
0:0:11:971, 2090 
0:0:11:986, 2106 
0:0:12:2, 2117 
0:0:12:17, 2110 
0:0:12:33, 2094 
0:0:12:49, 2078 
0:0:12:65, 2053 
0:0:12:81, 2019 
0:0:12:96, 1992 
0:0:12:112, 1959 
0:0:12:127, 1941 
0:0:12:142, 1924 
0:0:12:157, 1907 
0:0:12:173, 1886 
0:0:12:189, 1869 
0:0:12:204, 1856 
0:0:12:220, 1843 
0:0:12:235, 1837 
0:0:12:251, 1830 
0:0:12:267, 1826 
0:0:12:283, 1826 
0:0:12:299, 1824 
0:0:12:314, 1823 
0:0:12:329, 1826 
0:0:12:344, 1834 
0:0:12:361, 1846 
0:0:12:376, 1866 
0:0:12:391, 1894 
0:0:12:407, 1954 
0:0:12:423, 2091 
0:0:12:439, 2184 
0:0:12:454, 2298 
0:0:12:469, 2365 
0:0:12:485, 2432 
0:0:12:501, 2446 
0:0:12:517, 2438 
0:0:12:533, 2415 
0:0:12:548, 2372 
0:0:12:563, 2347 
0:0:12:579, 2307 
0:0:12:594, 2279 
0:0:12:609, 2236 
0:0:12:624, 2177 
0:0:12:639, 2150 
0:0:12:654, 2113 
0:0:12:670, 2077 
0:0:12:685, 2056 
0:0:12:701, 2058 
0:0:12:716, 2076 
0:0:12:732, 2095 
0:0:12:748, 2114 
0:0:12:764, 2120 
0:0:12:780, 2118 
0:0:12:795, 2105 
0:0:12:811, 2079 
0:0:12:827, 2052 
0:0:12:842, 2018 
0:0:12:858, 1983 
0:0:12:873, 1956 
0:0:12:889, 1930 
0:0:12:905, 1913 
0:0:12:921, 1893 
0:0:12:937, 1880 
0:0:12:953, 1864 
0:0:12:969, 1854 
0:0:12:985, 1847 
0:0:13:0, 1846 
0:0:13:16, 1841 
0:0:13:31, 1837 
0:0:13:47, 1833 
0:0:13:63, 1831 
0:0:13:78, 1831 
0:0:13:94, 1831 
0:0:13:110, 1831 
0:0:13:126, 1835 
0:0:13:141, 1858 
0:0:13:156, 1913 
0:0:13:171, 1981 
0:0:13:187, 2066 
0:0:13:203, 2161 
0:0:13:218, 2313 
0:0:13:234, 2422 
0:0:13:249, 2484 
0:0:13:264, 2488 
0:0:13:280, 2446 
0:0:13:295, 2389 
0:0:13:311, 2311 
0:0:13:326, 2240 
0:0:13:341, 2173 
0:0:13:357, 2123 
0:0:13:373, 2099 
0:0:13:389, 2098 
0:0:13:404, 2102 
0:0:13:419, 2111 
0:0:13:435, 2118 
0:0:13:450, 2129 
0:0:13:466, 2140 
0:0:13:482, 2139 
0:0:13:497, 2132 
0:0:13:513, 2120 
0:0:13:528, 2105 
0:0:13:544, 2092 
0:0:13:559, 2066 
0:0:13:574, 2044 
0:0:13:591, 2022 
0:0:13:607, 2014 
0:0:13:623, 1986 
0:0:13:639, 1961 
0:0:13:655, 1938 
0:0:13:670, 1919 
0:0:13:686, 1905 
0:0:13:702, 1893 
0:0:13:718, 1882 
0:0:13:733, 1872 
0:0:13:749, 1866 
0:0:13:765, 1858 
0:0:13:781, 1852 
0:0:13:796, 1847 
0:0:13:812, 1846 
0:0:13:827, 1843 
0:0:13:843, 1840 
0:0:13:859, 1837 
0:0:13:874, 1836 
0:0:13:890, 1836 
0:0:13:906, 1836 
0:0:13:922, 1841 
0:0:13:938, 1849 
0:0:13:953, 1873 
0:0:13:969, 1934 
0:0:13:984, 2005 
0:0:14:0, 2090 
0:0:14:15, 2183 
0:0:14:31, 2272 
0:0:14:47, 2325 
0:0:14:62, 2390 
0:0:14:78, 2443 
0:0:14:94, 2458 
0:0:14:109, 2462 
0:0:14:125, 2441 
0:0:14:141, 2409 
0:0:14:156, 2361 
0:0:14:172, 2292 
0:0:14:187, 2235 
0:0:14:203, 2194 
0:0:14:218, 2156 
0:0:14:234, 2126 
0:0:14:249, 2102 
0:0:14:265, 2092 
0:0:14:281, 2082 
0:0:14:296, 2085 
0:0:14:312, 2092 
0:0:14:327, 2106 
0:0:14:342, 2116 
0:0:14:358, 2123 
0:0:14:374, 2121 
0:0:14:390, 2114 
0:0:14:405, 2106 
0:0:14:420, 2090 
0:0:14:437, 2078 
0:0:14:453, 2058 
0:0:14:469, 2037 
0:0:14:484, 2023 
0:0:14:500, 2000 
0:0:14:514, 1964 
0:0:14:529, 1950 
0:0:14:545, 1925 
0:0:14:560, 1907 
0:0:14:576, 1887 
0:0:14:592, 1879 
0:0:14:607, 1871 
0:0:14:622, 1860 
0:0:14:638, 1850 
0:0:14:654, 1841 
0:0:14:669, 1837 
0:0:14:685, 1834 
0:0:14:701, 1827 
0:0:14:716, 1824 
0:0:14:732, 1818 
0:0:14:748, 1815 
0:0:14:764, 1811 
0:0:14:779, 1820 
0:0:14:795, 1867 
0:0:14:811, 1972 
0:0:14:826, 2119 
0:0:14:842, 2267 
0:0:14:857, 2339 
0:0:14:873, 2414 
0:0:14:888, 2435 
0:0:14:904, 2433 
0:0:14:919, 2416 
0:0:14:936, 2377 
0:0:14:952, 2341 
0:0:14:968, 2301 
0:0:14:983, 2260 
0:0:14:999, 2204 
0:0:15:14, 2178 
0:0:15:29, 2153 
0:0:15:45, 2105 
0:0:15:56, 2092 
0:0:15:77, 2079 
0:0:15:92, 2084 
0:0:15:107, 2088 
0:0:15:123, 2096 
0:0:15:138, 2105 
0:0:15:154, 2124 
0:0:15:170, 2134 
0:0:15:185, 2139 
0:0:15:201, 2141 
0:0:15:216, 2134 
0:0:15:232, 2128 
0:0:15:247, 2114 
0:0:15:263, 2096 
0:0:15:279, 2069 
0:0:15:295, 2038 
0:0:15:309, 2023 
0:0:15:325, 2000 
0:0:15:340, 1978 
0:0:15:357, 1951 
0:0:15:372, 1939 
0:0:15:388, 1918 
0:0:15:403, 1904 
0:0:15:419, 1885 
0:0:15:434, 1879 
0:0:15:450, 1871 
0:0:15:466, 1861 
0:0:15:481, 1858 
0:0:15:496, 1854 
0:0:15:512, 1850 
0:0:15:527, 1848 
0:0:15:543, 1845 
0:0:15:559, 1841 
0:0:15:575, 1835 
0:0:15:591, 1832 
0:0:15:607, 1826 
0:0:15:623, 1825 
0:0:15:638, 1831 
0:0:15:653, 1860 
0:0:15:668, 1906 
0:0:15:684, 1997 
0:0:15:700, 2081 
0:0:15:715, 2201 
0:0:15:730, 2307 
0:0:15:746, 2350 
0:0:15:762, 2416 
0:0:15:778, 2432 
0:0:15:793, 2419 
0:0:15:810, 2385 
0:0:15:825, 2351 
0:0:15:840, 2314 
0:0:15:855, 2274 
0:0:15:871, 2231 
0:0:15:886, 2188 
0:0:15:903, 2136 
0:0:15:919, 2112 
0:0:15:933, 2084 
0:0:15:949, 2066 
0:0:15:965, 2056 
0:0:15:980, 2058 
0:0:15:995, 2062 
0:0:16:11, 2072 
0:0:16:26, 2084 
0:0:16:42, 2094 
0:0:16:57, 2099 
0:0:16:72, 2103 
0:0:16:88, 2095 
0:0:16:103, 2081 
0:0:16:118, 2057 
0:0:16:135, 2019 
0:0:16:151, 1997 
0:0:16:166, 1990 
0:0:16:182, 1959 
0:0:16:198, 1923 
0:0:16:214, 1898 
0:0:16:230, 1882 
0:0:16:245, 1864 
0:0:16:261, 1852 
0:0:16:277, 1838 
0:0:16:293, 1828 
0:0:16:308, 1825 
0:0:16:323, 1820 
0:0:16:339, 1817 
0:0:16:355, 1816 
0:0:16:370, 1815 
0:0:16:385, 1814 
0:0:16:400, 1813 
0:0:16:416, 1810 
0:0:16:431, 1807 
0:0:16:447, 1809 
0:0:16:463, 1829 
0:0:16:478, 1850 
0:0:16:495, 1923 
0:0:16:510, 2004 
0:0:16:526, 2099 
0:0:16:541, 2264 
0:0:16:557, 2397 
0:0:16:572, 2470 
0:0:16:587, 2488 
0:0:16:602, 2489 
0:0:16:617, 2468 
0:0:16:634, 2428 
0:0:16:649, 2378 
0:0:16:664, 2295 
0:0:16:680, 2235 
0:0:16:696, 2193 
0:0:16:710, 2136 
0:0:16:726, 2098 
0:0:16:742, 2094 
0:0:16:757, 2104 
